USD,AFN,ALL,DZD,ADF,ADP,AOA,AON,ARS,AMD,AWG,AUD,ATS,AZM,AZN,BSD,BHD,BDT,BBD,BYR,BEF,BZD,BMD,BTN,BOB,BAM,BWP,BRL,GBP,BND,BGN,BIF,XOF,XAF,XPF,KHR,CAD,CVE,KYD,CLP,CNY,COP,KMF,CDF,CRC,HRK,CUC,CUP,CYP,CZK,DKK,DJF,DOP,NLG,XEU,XCD,ECS,EGP,SVC,EEK,ETB,EUR,FKP,FJD,FIM,FRF,GMD,GEL,DEM,GHC,GHS,GIP,XAU,GRD,GTQ,GNF,GYD,HTG,HNL,HKD,HUF,ISK,INR,IDR,IRR,IQD,IEP,ILS,ITL,JMD,JPY,JOD,KZT,KES,KWD,KGS,LAK,LVL,LBP,LSL,LRD,LYD,LTL,LUF,MOP,MKD,MGA,MGF,MWK,MYR,MVR,MTL,MRO,MUR,MXN,MDL,MNT,MAD,MZM,MZN,MMK,ANG,NAD,NPR,NZD,NIO,NGN,KPW,NOK,OMR,PKR,XPD,PAB,PGK,PYG,PEN,PHP,XPT,PLN,PTE,QAR,ROL,RON,RUB,RWF,WST,STD,SAR,RSD,SCR,SLL,XAG,SGD,SKK,SIT,SBD,SOS,ZAR,KRW,ESP,LKR,SHP,SDD,SDP,SDG,SRD,SRG,SZL,SEK,CHF,SYP,TWD,TZS,THB,TOP,TTD,TND,TRL,TRY,TMM,UGX,UAH,UYU,AED,VUV,VEB,VND,YER,YUN,ZMK,ZWD
1,77.20503,101.265,132.254572,5.36793,136.15958,653.75,653.75,85.118752,522.689416,1.8,1.288868,11.260542,8500,1.7,1,0.376984,84.794968,2,25645.06518,33.011574,2.016161,1,73.375,6.885647,1.600526,10.89213,5.416753,0.737106,1.325556,1.600526,1950.25,536.792939,536.792939,97.653374,4055.475,1.26907,90.233771,0.833333,711.5475,6.4754,3469.5925,402.594704,1970,612.833832,6.195708,1,25,0.47895,21.414356,6.085984,177.71,58.275,1.803374,0.818336,2.7,24840.5,15.7086,8.75,12.80417,39.304975,0.818336,0.737106,2.041803,4.865602,5.36793,51.6975,3.31,1.600526,58619,5.8619,0.737106,0.00054,278.847842,7.79533,10255.975,209.382766,72.876845,24.1905,7.756304,294.168339,128.22,73.375,14136.225,42105,1461.760704,0.644492,3.185115,1584.518596,142.534571,103.960285,0.709,419.31414,109.57475,0.30356,83.0773,9300.4,0.57513,1507.5,15.296588,166.964504,4.44,2.825549,33.011574,7.988994,50.216043,3785.475,9150.23,773.4975,4.032725,15.414975,0.351312,363.34975,39.4,19.989701,17.115647,2623.5,8.834408,74925,74.925,1327.702438,1.79,15.296588,117.141322,1.38227,35.01725,382.9975,135,8.425013,0.384968,160.35,0.000424,1,3.518607,6890.197566,3.622475,48.110458,0.000935,3.692212,164.06155,3.640975,39877.5,3.98775,74.083504,974.4975,2.494632,19877.475,3.751715,96.224768,21.204376,10205,0.039332,1.325556,24.653177,196.105934,8.040664,580.875,15.296588,1093.01,136.15958,188.06635,0.737106,5527.514592,2266.65,55.275146,14.154,14154,15.296588,8.238578,0.8854,512.823,28.0177,2318.98,30.133506,2.25929,6.793598,2.691225,7358668.792232,7.358669,17500,3698.006502,28.28204,42.38962,3.6731,113.14,125151055103125,23067.5,250.3875,96.224768,5252.55,374.8
1,77.388117,101.508792,132.428488,5.390924,136.742854,655.190972,655.190972,85.323494,523.002858,1.8,1.297942,11.30878,8500,1.7,1,0.377366,84.954836,2,25790.630686,33.152988,2.01958,1,73.472772,6.898654,1.607382,10.929015,5.456175,0.740544,1.330272,1.607382,1950.608986,539.092426,539.092426,98.071696,4069.115206,1.276962,90.62031,0.833333,716.174862,6.480574,3504.347159,404.31932,1970.354282,614.284284,6.219864,1,25,0.481002,21.54507,6.112223,177.71,58.366225,1.8111,0.821842,2.7,24840.5,15.679219,8.75,12.859019,39.420468,0.821842,0.740544,2.025126,4.886446,5.390924,51.69921,3.31,1.607382,58691.399464,5.86914,0.740544,0.000542,280.042357,7.810272,10266.936692,210.068218,72.807906,24.192842,7.754978,296.365342,128.754918,73.472772,14195.809574,42105,1465.922674,0.647252,3.183,1591.306278,142.947135,104.169558,0.709,420.267255,109.642668,0.303593,83.139994,9314.0411,0.577593,1507.5,15.47241,167.09634,4.455144,2.837653,33.152988,7.987628,50.595401,3810.466424,9150.23,774.26334,4.047212,15.410404,0.352816,363.944862,39.322514,20.124639,17.200771,2623.5,8.842714,74928.072048,74.928072,1332.465746,1.79,15.47241,117.435368,1.392218,35.005749,384.044298,135,8.519322,0.385006,160.56869,0.000423,1,3.533152,6884.956843,3.624595,48.112903,0.000953,3.71589,164.764348,3.641019,40005.894052,4.00059,74.571927,987.228172,2.501645,20071.067785,3.751708,96.552554,21.272518,10203.63614,0.040077,1.330272,24.758785,196.946002,8.030837,581.309758,15.47241,1097.70261,136.742854,188.91687,0.740544,5526.422268,2266.65,55.264223,14.154,14154,15.47241,8.283004,0.889343,512.831889,28.021932,2328.97786,30.149253,2.262224,6.807784,2.691501,7445408.519664,7.445408,17507.809604,3706.055873,28.279406,42.516124,3.673138,113.14,130990238586297,23062.28129,250.384344,96.552554,5252.55,374.8
1,77.221824,101.565014,132.735136,5.3919,136.76759,657.500789,657.500789,85.381608,524.054649,1.8,1.294178,11.310826,8500,1.7,1,0.376957,84.846034,2,25792.756992,33.158985,2.016693,1,73.325372,6.889426,1.607672,11.008344,5.44151,0.735889,1.327945,1.607672,1948.774782,539.189942,539.189942,98.089436,4071.34077,1.275262,90.636702,0.833333,722.348994,6.465998,3492.469176,404.392456,1970.653414,614.529846,6.231219,1,25,0.48109,21.532545,6.114462,177.71,58.322935,1.811428,0.82199,2.7,24840.5,15.662332,8.75,12.861345,39.357737,0.82199,0.735889,2.037946,4.887329,5.3919,51.701402,3.30756,1.607672,58619.211046,5.861922,0.735889,0.00054,280.093012,7.80225,10248.888505,209.561085,71.902517,24.164545,7.754762,296.088112,128.421651,73.325372,14162.676921,42105,1462.829756,0.64737,3.164328,1591.594125,142.889358,104.121114,0.709,420.241823,109.64005,0.303516,83.5315,9307.354602,0.577698,1507.5,15.418135,167.513588,4.443988,2.838166,33.158985,7.987404,50.711542,3830.749373,9150.23,773.769516,4.05846,15.401292,0.35288,364.216594,39.294648,19.962978,17.219574,2623.5,8.830894,74960.833329,74.960833,1331.652692,1.79,15.418135,117.313412,1.391694,34.950072,381.826022,135,8.509288,0.385006,160.499349,0.000421,1,3.528922,6891.509346,3.61067,48.040312,0.000945,3.719053,164.794152,3.641133,40044.808116,4.004481,74.080052,990.224288,2.520972,20225.98658,3.751672,96.666744,21.207558,10201.227719,0.039433,1.327945,24.763264,196.981628,7.994496,581.803129,15.418135,1098.25243,136.76759,189.581248,0.735889,5528.791012,2266.65,55.28791,14.154,14154,15.418135,8.28556,0.889426,512.828911,28.00615,2320.972948,30.123962,2.271396,6.801688,2.695648,7474556.716636,7.474557,17537.886056,3709.040708,28.132232,42.524258,3.673094,113.14,146733354746488,23065.109086,250.376062,96.666744,5252.55,374.8
1,76.872006,101.247395,132.699614,5.384216,136.572704,657.502,657.502,85.745044,525.584833,1.8,1.290192,11.294708,8500,1.7,1,0.376946,84.652747,2,25699.423637,33.111735,2.012044,1,73.18454,6.869367,1.605382,11.044669,5.31571,0.731892,1.324942,1.605382,1937.00418,538.421628,538.421628,97.949664,4053.00973,1.2714,90.50755,0.833333,732.61111,6.464738,3477.179409,403.816222,1970.317245,613.599856,6.222804,1,25,0.480404,21.478236,6.106298,177.71,58.116643,1.808846,0.820818,2.7,24840.5,15.668158,8.75,12.843018,39.198158,0.820818,0.731892,2.037754,4.880365,5.384216,51.706623,3.300902,1.605382,58465.543802,5.846554,0.731892,0.000539,279.693898,7.783695,10207.665262,208.587576,71.608586,24.119168,7.75388,295.294292,128.180185,73.18454,14110.372477,42105,1455.901138,0.646447,3.139506,1589.3262,142.667362,103.792746,0.709,418.948826,109.777308,0.303245,83.804882,9289.78164,0.576874,1507.5,15.251526,167.968504,4.43331,2.834122,33.111735,7.986497,50.63439,3787.872825,9150.23,772.156012,4.04503,15.391153,0.352378,363.651931,39.410754,19.81822,17.190932,2623.5,8.848376,74986.15162,74.986152,1327.059504,1.79,15.251526,116.936552,1.388663,34.800093,380.936933,135,8.462146,0.384836,160.481683,0.00042,1,3.515264,6890.924688,3.611353,48.037554,0.000922,3.717517,164.559331,3.64108,39997.002834,3.9997,73.663154,985.564974,2.512396,20159.436919,3.751501,96.525564,21.206634,10204.053097,0.039291,1.324942,24.727978,196.70094,7.976034,581.044778,15.251526,1096.80262,136.572704,190.890516,0.731892,5526.087818,2266.65,55.260878,14.154,14154,15.251526,8.298423,0.887057,512.822485,28.006499,2319.36256,30.019758,2.272166,6.783306,2.695459,7429700.91126,7.429701,17512.26562,3701.931249,28.000786,42.422431,3.673106,113.14,148026877361040,23057.655046,250.383572,96.525564,5252.55,374.8
1,77.049834,101.426869,132.661266,5.398598,136.937502,657.502,657.502,85.590281,526.335197,1.8,1.28802,11.324878,8500,1.7,1,0.376999,84.737378,2,25724.10463,33.20018,2.01418,1,73.130996,6.869169,1.60967,11.023082,5.263263,0.732148,1.325813,1.60967,1943.47412,539.859802,539.859802,98.211297,4062.507303,1.266952,90.749304,0.833333,734.083792,6.470374,3468.490396,404.894852,1970.665336,613.526954,6.234214,1,25,0.481686,21.536738,6.122334,177.71,58.254774,1.813678,0.823011,2.7,24840.5,15.668232,8.75,12.877324,39.37159,0.823011,0.732148,2.035953,4.8934,5.398598,51.74173,3.3016,1.60967,58348.74361,5.834874,0.732148,0.000542,280.440986,7.791478,10241.43995,208.978804,72.024578,24.137412,7.75355,296.181294,128.800769,73.130996,14062.201721,42105,1459.116934,0.648174,3.151868,1593.571438,143.029078,103.921346,0.709,419.598728,110.107956,0.303201,84.212968,9301.945698,0.578416,1507.5,15.165748,168.144993,4.44271,2.841692,33.20018,7.986157,50.699205,3766.972847,9150.23,771.729454,4.039465,15.384784,0.353319,364.106535,39.42002,19.791324,17.240972,2623.5,8.869255,75008.571175,75.008571,1329.303144,1.79,15.165748,116.89184,1.388157,34.911111,381.769439,135,8.471064,0.384872,160.432438,0.000418,1,3.514658,6890.972834,3.610799,48.051448,0.000901,3.738354,164.998884,3.640854,40103.782062,4.010378,73.483222,988.323657,2.510584,20215.845569,3.751586,96.783455,21.205704,10194.487358,0.039398,1.325813,24.794028,197.226347,7.99514,580.764169,15.165748,1097.722656,136.937502,191.984938,0.732148,5529.670644,2266.65,55.296706,14.153993,14153.99277,15.165748,8.326834,0.888124,512.820264,28.009012,2319.058075,30.002726,2.276948,6.7826,2.697795,7386752.39692,7.386752,17537.724476,3702.575068,28.062731,42.51008,3.67311,113.14,149426672013367,23064.163524,250.377465,96.783455,5252.55,374.8
1,77.108339,101.592653,132.809024,5.413295,137.310298,657.502,657.502,85.685807,524.886199,1.799545,1.292844,11.355708,8500,1.7,1,0.376998,84.738114,2,25615.097717,33.290564,2.014896,1,73.141728,6.869664,1.614052,11.018013,5.237636,0.733518,1.328024,1.614052,1947.558675,541.329504,541.329504,98.478666,4063.337674,1.269682,90.996358,0.833333,730.729934,6.475113,3454.876154,405.997128,1970.009346,612.77006,6.238082,1,25,0.482998,21.591457,6.139237,177.71,58.280956,1.818615,0.825252,2.7,24840.5,15.660553,8.75,12.91238,39.380146,0.825252,0.733518,2.035298,4.906722,5.413295,51.771966,3.294038,1.614052,58425.786131,5.842578,0.733518,0.000543,281.204451,7.792302,10247.575524,209.060494,72.325786,24.145759,7.753653,296.954492,129.17698,73.141728,14060.541963,42105,1460.559061,0.649938,3.24071,1597.909737,143.462878,103.778006,0.709,419.577117,110.087354,0.30313,84.489589,9307.141658,0.57999,1507.5,15.180434,168.104138,4.450637,2.849428,33.290564,7.986262,50.828626,3765.384708,9150.23,772.43619,4.036524,15.400556,0.35428,364.15407,39.449244,19.780017,17.248186,2623.5,8.896088,75029.074652,75.029075,1330.094559,1.79,15.180434,116.81081,1.394192,34.931608,382.704927,135,8.519601,0.38501,160.450236,0.000418,1,3.512012,6880.880003,3.612853,48.032152,0.000911,3.748118,165.448073,3.641734,40223.532244,4.022353,73.482695,987.310614,2.505028,20294.599696,3.75136,97.047582,21.204957,10180.813888,0.039718,1.328024,24.861526,197.763272,7.973996,581.447781,15.180434,1100.685854,137.310298,192.819478,0.733518,5531.939522,2266.65,55.319396,14.153984,14153.98417,15.180434,8.354488,0.88912,512.822284,27.99261,2319.056143,30.032856,2.276118,6.780627,2.701689,7420833.906362,7.420834,17506.659437,3703.045254,28.111118,42.456422,3.67307,113.14,149965019797062,23066.622342,250.384186,97.047582,5252.55,374.8
1,77.14,101.635,132.889128,5.430288,137.74134,657.502,657.502,85.73935,523.99,1.79875,1.298229,11.391356,8500,1.7,1,0.376988,84.71853,2,25538.128986,33.395068,2.015118,1,73.237,6.872681,1.619118,11.024891,5.293,0.7359,1.330495,1.619118,1955.75,543.028836,543.028836,98.787808,4054.475,1.27313,91.282012,0.833333,734.8,6.4808,3464.0525,407.271627,1970,612.361408,6.25305,1,25,0.484514,21.669,6.16044,177.71,58.34,1.824324,0.827842,2.7,24840.5,15.660896,8.75,12.952914,39.319975,0.827842,0.7359,2.047777,4.922126,5.430288,51.7725,3.3,1.619118,58637.5,5.86375,0.7359,0.000546,282.087204,7.790946,10223.85,209.109015,72.629176,24.19555,7.75367,298.251,129.69,73.237,14089.425,42105,1461.29,0.651979,3.26929,1602.925868,143.66961,103.876,0.709,419.389984,110.02475,0.302875,84.4817,9310.425,0.581811,1507.5,15.233775,168.225,4.455225,2.858373,33.395068,7.98628,50.921087,3760.475,9150.23,773.4975,4.036725,15.399975,0.355393,363.82475,39.5,19.799885,17.237159,2623.5,8.924,75035,75.035,1329.577479,1.79,15.233775,116.836107,1.402547,35.01975,381.2,135,8.569755,0.384966,160.4,0.000418,1,3.512146,6876.695754,3.610975,48.03075,0.000921,3.75579,165.967444,3.640975,40365,4.0365,73.5242,980.7475,2.505028,20489.975,3.75134,97.38,21.204358,10187,0.040359,1.330495,24.939572,198.384086,7.976313,581.5,15.233775,1104.27,137.74134,193.037522,0.7359,5532.25,2266.65,55.3225,14.154,14154,15.233775,8.396905,0.891315,512.823,27.9946,2318.975,30.0705,2.275878,6.780718,2.70805,7471850,7.47185,17500,3705.461074,28.115567,42.423471,3.673025,113.14,151020466250000,23066,250.37,97.38,5252.55,374.8
1,77.13965,101.635,132.889128,5.430302,137.741682,657.502,657.502,85.757493,523.998534,1.79875,1.298193,11.391384,8500,1.7,1,0.376988,84.71853,2,25538.128986,33.395152,2.015118,1,73.237,6.872681,1.619122,11.025808,5.293,0.735895,1.330471,1.619122,1955.75,543.030185,543.030185,98.788053,4054.475,1.273178,91.282239,0.833333,734.8,6.4808,3464.0525,407.272639,1970,612.361408,6.25305,1,25,0.484516,21.66934,6.160228,177.71,58.34,1.824328,0.827844,2.7,24840.5,15.665548,8.75,12.952946,39.319975,0.827844,0.735895,2.047566,4.922138,5.430302,51.7725,3.3,1.619122,58637.5,5.86375,0.735895,0.000547,282.087904,7.791857,10223.85,209.108202,72.629176,24.19555,7.753681,298.259116,129.689167,73.237,14089.425,42105,1461.282928,0.65198,3.269294,1602.929852,143.66961,103.874075,0.709,419.389984,110.02475,0.302875,84.4817,9310.425,0.581812,1507.5,15.231915,168.223685,4.455225,2.85838,33.395152,7.986291,50.921087,3760.475,9150.23,773.4975,4.036725,15.399975,0.355394,363.82475,39.5,19.801459,17.237159,2623.5,8.924,75035,75.035,1329.577479,1.79,15.231915,116.836107,1.402444,35.01975,381.2,135,8.569384,0.384966,160.4,0.000418,1,3.512144,6876.745355,3.610975,48.03075,0.000921,3.755844,165.967857,3.640975,40364.916667,4.036492,73.532046,980.7475,2.505572,20489.975,3.751347,97.38,21.204358,10187,0.040365,1.330471,24.939634,198.38458,7.976313,581.5,15.231915,1104.27,137.741682,193.037522,0.735895,5532.248538,2266.65,55.322486,14.154,14154,15.231915,8.396088,0.891291,512.823,27.9946,2318.975,30.070029,2.276062,6.780718,2.70805,7471675.091758,7.471675,17500,3705.461074,28.115567,42.423471,3.673025,113.14,151035056286200,23066,250.37,97.38,5252.55,374.8
1,77.55985,102.184536,132.917742,5.433202,137.815236,657.501256,657.501256,85.962332,522.889761,1.79875,1.301706,11.397468,8500,1.7,1,0.377228,84.926718,2,25583.843758,33.412984,2.020242,1,73.275721,6.893313,1.619987,11.066294,5.289082,0.737068,1.331594,1.619987,1947.099102,543.320163,543.320163,98.840806,4081.497721,1.276918,91.330983,0.833333,734.780594,6.489906,3467.012802,407.490122,1970,612.270601,6.256712,1,25,0.484774,21.681125,6.161704,177.71,58.377511,1.825303,0.828286,2.7,24840.5,15.696289,8.75,12.959864,39.513145,0.828286,0.737068,2.035399,4.924766,5.433202,51.773562,3.3,1.619987,58408.926393,5.840893,0.737068,0.000545,282.23854,7.810178,10286.318907,209.627991,73.726486,24.185234,7.7534,298.286319,129.747103,73.275721,14108.759207,42105,1463.211076,0.652328,3.24529,1603.785816,144.817326,103.734368,0.709,420.665314,110.18019,0.303219,84.552168,9335.589964,0.582123,1507.5,15.243329,168.38119,4.465404,2.859907,33.412984,7.986002,51.062655,3791.857732,9150.23,772.999082,4.050102,15.38298,0.355583,365.136957,39.511616,19.810748,17.326808,2623.5,8.944914,75053.286456,75.053286,1332.970748,1.79,15.243329,117.198434,1.405588,34.949677,386.862284,135,8.5957,0.384921,160.754496,0.00042,1,3.518672,6880.719456,3.618416,48.063005,0.000924,3.758176,166.056484,3.652604,40374.688456,4.037469,73.976046,992.957884,2.52207,20356.257151,3.751346,97.385808,21.282033,10187,0.040138,1.331594,24.952952,198.490516,7.976313,582.367044,15.243329,1105.114258,137.815236,192.923807,0.737068,5532.214286,2266.65,55.322143,14.154,14154,15.243329,8.402666,0.891183,512.811339,27.997694,2320.17921,30.118901,2.284236,6.794262,2.70553,7487918.669347,7.487919,17500,3699.396475,28.210594,42.457706,3.673083,113.14,151218379853627,23084.63247,250.369764,97.385808,5252.55,374.8
1,77.823154,101.927092,132.884523,5.414352,137.337092,657.180333,657.180333,86.122218,521.618367,1.799305,1.297836,11.357924,8500,1.7,1,0.377015,84.81946,2,25492.964716,33.29706,2.016893,1,73.216356,6.885828,1.614366,11.031296,5.31174,0.73451,1.329228,1.614366,1945.404704,541.435138,541.435138,98.497882,4073.831401,1.273217,91.014114,0.833333,734.902174,6.482865,3481.452393,406.076354,1970.026302,610.774996,6.241752,1,25,0.483092,21.582283,6.140588,177.71,58.249014,1.81897,0.825412,2.7,24840.5,15.706452,8.75,12.9149,39.40857,0.825412,0.73451,2.042813,4.90768,5.414352,51.753676,3.300402,1.614366,58373.256743,5.837326,0.73451,0.000543,281.259326,7.797204,10254.634263,209.026102,73.697888,24.170282,7.752388,296.050988,129.423218,73.216356,14087.426622,42105,1459.085079,0.650066,3.240824,1598.221554,144.619456,103.934634,0.709,420.121744,110.122252,0.303186,84.708439,9321.928522,0.580103,1507.5,15.031519,168.555398,4.461418,2.849984,33.29706,7.98496,50.979574,3783.205146,9150.23,770.978076,4.049644,15.399222,0.35435,364.801755,39.579726,19.665672,17.31864,2623.5,8.932698,75072.960936,75.072961,1331.5998,1.79,15.031519,117.105794,1.403872,34.928888,380.813314,135,8.546884,0.384843,160.535244,0.000422,1,3.516576,6869.292982,3.614942,48.048394,0.000918,3.740626,165.480358,3.650938,40232.489714,4.023249,73.788005,991.86326,2.523444,20314.45923,3.751198,97.275906,21.207016,10189.095746,0.03967,1.329228,24.866378,197.801863,7.976584,582.202587,15.031519,1102.521882,137.337092,192.958038,0.73451,5532.135272,2266.65,55.321353,14.154,14154,15.031519,8.353229,0.889154,512.824439,28.00434,2319.15178,30.028874,2.289049,6.782728,2.697862,7463619.315704,7.46362,17511.073492,3689.17379,28.17614,42.348218,3.673087,113.14,151810090928635,23069.012888,250.365936,97.275906,5252.55,374.8
1,77.959544,101.690903,132.910046,5.411225,137.257788,656.324531,656.324531,86.260286,519.672916,1.8,1.293214,11.351366,8500,1.7,1,0.376982,84.806625,2,25426.87678,33.277832,2.016338,1,73.042632,6.885044,1.613434,10.99547,5.331834,0.732086,1.325832,1.613434,1947.509714,541.122493,541.122493,98.441006,4064.615717,1.268098,90.96156,0.833333,731.466156,6.468228,3481.774803,405.84187,1970.345804,611.219757,6.239905,1,25,0.482814,21.55138,6.136511,177.71,58.121239,1.81792,0.824936,2.7,24840.5,15.731918,8.75,12.907442,39.37792,0.824936,0.732086,2.041624,4.904846,5.411225,51.73636,3.30135,1.613434,58372.352448,5.837236,0.732086,0.000538,281.096916,7.792302,10237.487154,209.012513,73.247122,24.159408,7.75169,294.844511,129.49236,73.042632,14047.151744,42105,1458.962734,0.64969,3.25782,1597.298679,144.645428,103.704126,0.709,419.149922,110.181381,0.302916,84.799784,9320.419778,0.579768,1507.5,14.923729,168.992878,4.462804,2.848339,33.277832,7.984242,50.874707,3776.410646,9150.23,771.475031,4.045664,15.41926,0.354145,363.918143,39.584687,19.612678,17.371766,2623.5,8.946314,75091.736108,75.091736,1332.046632,1.79,14.923729,116.984836,1.39936,34.940382,381.605394,135,8.510915,0.38491,160.552597,0.00042,1,3.525048,6879.457985,3.613451,48.036866,0.00091,3.739804,165.384804,3.640938,40209.362721,4.020936,73.551845,989.983501,2.521945,20393.076802,3.75146,97.183195,21.204686,10180.711926,0.039142,1.325832,24.85202,197.687644,7.969902,581.497582,14.923729,1100.158228,137.257788,194.769634,0.732086,5531.321869,2266.65,55.313218,14.154,14154,14.923729,8.348922,0.889045,512.824137,27.979686,2318.958076,29.970258,2.28884,6.782166,2.699194,7438007.398398,7.438008,17540.474271,3691.13757,28.204876,42.312872,3.673083,113.14,152593825990216,23072.902511,250.362748,97.183195,5252.55,374.8
1,77.957384,101.652885,132.816714,5.401834,137.019588,656.23,656.23,86.382638,519.129804,1.8,1.287838,11.331666,8500,1.7,1,0.377029,84.791654,2,25383.229062,33.220081,2.015846,1,72.978876,6.883945,1.610634,10.979904,5.316892,0.729369,1.323362,1.610634,1949.879498,540.183414,540.183414,98.270169,4055.870886,1.26251,90.803702,0.833333,719.297954,6.462076,3472.229196,405.13756,1970.633044,610.411868,6.229238,1,25,0.481976,21.489192,6.12627,177.71,58.052022,1.814764,0.823504,2.7,24840.5,15.734702,8.75,12.885042,39.363818,0.823504,0.729369,2.039037,4.896334,5.401834,51.718168,3.306176,1.610634,58382.682028,5.838268,0.729369,0.000535,280.609092,7.78927,10221.462,209.04869,73.211437,24.15243,7.751744,294.060284,129.197593,72.978876,14016.428374,42105,1459.379224,0.648562,3.271696,1594.526684,144.727735,103.498491,0.709,418.832116,109.92003,0.302819,84.642339,9319.740615,0.578762,1507.5,14.883488,169.525383,4.460434,2.843396,33.220081,7.984296,50.813116,3787.2518,9150.23,771.160562,4.032734,15.392604,0.35353,364.245974,39.543582,19.634734,17.433771,2623.5,8.954958,75103.00868,75.103008,1332.088884,1.79,14.883488,116.867948,1.388226,34.949772,381.433398,135,8.440412,0.384868,160.57797,0.000419,1,3.524788,6886.048566,3.61526,48.055379,0.000892,3.732204,165.09779,3.640022,40140.437688,4.014044,73.654932,987.793542,2.520154,20395.586235,3.751402,97.068419,21.246418,10166.19606,0.038665,1.323362,24.808891,197.344572,7.973758,580.7645,14.883488,1099.937066,137.019588,195.731098,0.729369,5526.185764,2266.65,55.261858,14.154,14154,14.883488,8.307365,0.887138,512.815199,27.960616,2318.560586,29.932962,2.28325,6.782171,2.698865,7390490.547381,7.39049,17523.955979,3687.283375,28.25687,42.245074,3.673074,113.14,156153348861237,23069.436572,250.375132,97.068419,5252.55,374.8
1,77.828257,101.544551,132.734062,5.389826,136.714982,656.402007,656.402007,86.469308,518.815676,1.8,1.294136,11.306475,8500,1.7,1,0.376946,84.751613,2,25421.731069,33.14623,2.014806,1,73.024426,6.88108,1.607054,10.965108,5.401774,0.730734,1.32667,1.607054,1947.153211,538.982543,538.982543,98.051706,4063.38537,1.269736,90.601838,0.833333,721.961094,6.476644,3501.321718,404.236908,1970.298929,609.995032,6.216635,1,25,0.480904,21.454851,6.113048,177.71,58.01213,1.81073,0.821674,2.7,24840.5,15.729562,8.75,12.856398,39.357736,0.821674,0.730734,2.037775,4.885449,5.389826,51.620034,3.309642,1.607054,58338.952282,5.833895,0.730734,0.000538,279.985276,7.784502,10222.341628,208.911981,73.603958,24.126916,7.75207,293.524489,129.011582,73.024426,14081.49776,42105,1458.255028,0.64712,3.273642,1590.981922,144.838491,103.699183,0.709,419.923474,109.936227,0.30278,84.662233,9314.660214,0.577476,1507.5,15.061146,169.994946,4.454719,2.837075,33.14623,7.984632,50.647423,3778.326491,9150.23,771.766614,4.040886,15.378796,0.352744,363.242904,39.624042,19.876032,17.450606,2623.5,8.930547,75110.674767,75.110675,1331.380342,1.79,15.061146,116.815863,1.391572,34.921726,381.937422,135,8.464993,0.385014,160.60132,0.000422,1,3.520508,6888.921658,3.618446,48.077736,0.000902,3.728078,164.730764,3.638617,40056.720575,4.005672,74.684134,987.942264,2.51933,20304.510164,3.751398,96.945632,21.221516,10194.726651,0.039232,1.32667,24.753738,196.905859,7.986532,581.297769,15.061146,1104.701653,136.714982,196.92252,0.730734,5527.31636,2266.65,55.273164,14.154,14154,15.061146,8.28565,0.885306,512.822124,27.976249,2318.886035,29.987742,2.280095,6.783116,2.692544,7400206.321966,7.400206,17526.50409,3683.911682,28.2201,42.155727,3.673072,113.14,158389508340086,23069.271764,250.381578,96.945632,5252.55,374.8
1,77.61,101.54,132.680256,5.389154,136.697942,656.74,656.74,86.49305,518.665,1.8,1.29601,11.305066,8500,1.7,1,0.376857,84.800118,2,25504.452989,33.1421,2.015889,1,73.028,6.885099,1.606854,10.968323,5.467,0.730834,1.3285,1.606854,1951.75,538.915367,538.915367,98.039486,4055.475,1.27311,90.590546,0.833333,727.605,6.4819,3527.6125,404.186525,1971,610.876844,6.21695,1,25,0.480844,21.45415,6.11168,177.71,58.0975,1.810504,0.821571,2.7,24840.5,15.7293,8.75,12.854796,39.349975,0.821571,0.730834,2.039963,4.88484,5.389154,51.5975,3.31,1.606854,58412.5,5.84125,0.730834,0.000539,279.95038,7.786096,10168.225,209.012564,73.876624,24.185425,7.752075,293.867,128.99,73.028,14094.25,42105,1459.48,0.64704,3.27205,1590.78363,144.988497,103.7625,0.709,420.9581,110.06475,0.30261,84.7671,9319.55,0.577404,1507.5,15.15775,170.25,4.4558,2.836721,33.1421,7.984638,50.64945,3764.975,9150.23,773.4975,4.043125,15.38,0.3527,360.99975,39.75,19.9659,17.444278,2623.5,8.9274,75115,75.115,1332.047586,1.79,15.15775,116.876996,1.392332,35.04975,381.357894,135,8.49292,0.385002,160.6625,0.000424,1,3.532433,6902.463312,3.633225,48.07375,0.000905,3.729425,164.710234,3.64085,40057,4.0057,75.2823,984.9975,2.522162,20399.975,3.75142,96.942914,21.204752,10178.5,0.039204,1.3285,24.750654,196.881318,7.988367,581.2,15.15775,1105.55,136.697942,197.842122,0.730834,5527.75,2266.65,55.2775,14.154,14154,15.15775,8.29838,0.8855,512.825,27.96725,2318.975,30.0025,2.278194,6.79126,2.698225,7411200,7.4112,17550,3686.875431,28.215629,42.159985,3.67305,113.14,160338863625000,23071.5,250.3825,96.942914,5252.55,374.8
